name,hourly rate,title,location
Patrick Y.,"$10.00
/hr",Workforce Analyst | Data Analyst | VA | Data Entry,Philippines
Artem K.,"$20.00
/hr","Web scraping expert, Data Analyst",Russia
Olga N.,"$35.00
/hr",Data Analyst/ Power BI Developer,Ukraine
Naser A.,"$4.00
/hr",Web developer and data analyst,Pakistan
Holland B.,"$25.00
/hr",Freelance Financial Analyst and Modeler,United States
Jorge Arturo S.,"$150.00
/hr",Business Intelligence/Analytics Specialist,United States
Marilyn M.,"$5.00
/hr",Data Entry Specialist | Data Analyst,Philippines
Maria Florida G.,"$5.00
/hr",Team Leader | Quality Assurance Specialist | Data Entry & Analyst Guru,Philippines
Sofija N.,"$15.00
/hr","Junior Programmer, Expert in Data Entry, Senior Analyst",Macedonia
Diego F.,"$75.00
/hr",Data Science and Analytics Engineer,United States
Richard B.,"$7.00
/hr",Workforce Analyst | Customer Service | E-Commerce/Social Media Manager,Philippines
Faith U B.,"$20.00
/hr",Excel-Vba Developer | Automation Specialist | WordPress| Data Analyst,Ireland
avisikta b.,"$5.00
/hr",Data Analyst | Web Research | Lead Generation | Data Scraping | VA,India
Sabri Volkan O.,"$60.00
/hr",Technical Data&Web Analyst,Turkey
Ali A.,"$38.00
/hr",Data/Process/Business Analyst,Egypt
Cesar Carvajal B.,"$45.00
/hr","Excel Expert, Data Analyst",Venezuela
Mantas A.,"$89.90
/hr",Analyst of the web,Lithuania
Simardeep S.,"$40.00
/hr","E-Discovery Analyst,Testing",India
Hennadiy M.,"$45.00
/hr",BI developer / Data Analyst,Ukraine
Nejc Z.,"$100.00
/hr","Data scientist, quantitative analyst",Germany
Jean U.,"$30.00
/hr",Data analytics,Sweden
Vitaliy S.,"$65.00
/hr","Data Analyst | SQL, Excel, PowerBI, VBA, Python",Ukraine
Lucas O.,"$65.00
/hr","Data Engineer and Analyst, SQL and Data Design Expert",United States
Priyanka J.,"$40.00
/hr","Data analyst, Python programmer, Automation expert (Excel, g sheets)",India
Ievgeniia S.,"$50.00
/hr",Project Manager| Python| Data science| Data scraping |Business analyst,Ukraine
Chih-Ling H.,"$50.00
/hr",Reporting Analyst,Australia
Evgeniy F.,"$40.00
/hr","Digital Analyst, Web Analyst",Ukraine
Korhan E.,"$40.00
/hr",Web Analyst,Turkey
James S.,"$75.00
/hr",Data Analyst,United States
Chris B.,"$50.00
/hr",Digital Analyst,South Africa
Pastor S.,"$80.00
/hr",Statistical Analyst,Venezuela
Matthew C.,"$125.00
/hr",Energy Analyst,United States
Daniel B.,"$120.00
/hr",Data Analyst,United States
Carl P.,"$20.00
/hr",Business Data Analyst,United Kingdom
Dragos D.,"$75.00
/hr",Data analytics consultant based in London,United Kingdom
Ricris B.,"$5.00
/hr",Data Capture Specialist/ Social Media Research Analyst,Philippines
JAGDISH A.,"$5.00
/hr",Data Analyst and Manual Websites/Applications Tester,India
Fidel Ndai A.,"$10.00
/hr","Data Analyst, Business Intelligence, Data Visualization expert",Kenya
Catherine A.,"$3.00
/hr",Senior Content Analyst,Philippines
Bea Bernadette C.,"$5.00
/hr",Information Systems Analyst,Philippines
Amir J.,"$25.00
/hr",Software Developer | Analytics Engineer,Germany
Jackson K.,"$5.00
/hr",Skilled Web researcher,Uganda
Sayed Ahmed S.,"$6.00
/hr",Expert Data Analyst with Salesforce & CRM experience,Bangladesh
Shiela A.,"$7.00
/hr",Expert Data Analyst with Dental Claims and Travel Booking Experience.,Philippines
Geoffery H.,"$30.00
/hr",Business Analyst | Project Management | Strategy & Analytics,United States
Joseph M.,"$125.00
/hr","Ph.D. Researcher, Data Analyst, Survey Designer",United States
Ryan Dale F.,"$5.00
/hr",Data Analyst - data reporting,Philippines
Ana K.,"$20.00
/hr",ArcGIS Spatial Analyst,Serbia
Karandeep Singh J.,"$35.00
/hr",Senior Business Analyst,India
Mark Anthony M.,"$7.50
/hr",Business Intelligence Analyst,Philippines
Mae Ein B.,"$6.00
/hr",Data Quality Analyst,Philippines
Nicholas F.,"$29.99
/hr",Survey Research Analyst,United States
Manasseh Abiodun L.,"$8.00
/hr",Data Analyst Expert,Nigeria
Maria C.,"$20.00
/hr",Business Information Analyst,Spain
Dragos D.,"$75.00
/hr",Data analytics consultant based in London,United Kingdom
Manuel Jr. C.,"$50.00
/hr",Business Analyst - Excel & Sheets Specialist | Virtual Assistant,Philippines
Rachel F.,"$300.00
/hr",Google Analytics Certified Engineer/Analyst - Analytics & Tag Manager,United States
Fidel Ndai A.,"$10.00
/hr","Data Analyst, Business Intelligence, Data Visualization expert",Kenya
Amir J.,"$25.00
/hr",Software Developer | Analytics Engineer,Germany
Sayed Ahmed S.,"$6.00
/hr",Expert Data Analyst with Salesforce & CRM experience,Bangladesh
Shiela A.,"$7.00
/hr",Expert Data Analyst with Dental Claims and Travel Booking Experience.,Philippines
Geoffery H.,"$30.00
/hr",Business Analyst | Project Management | Strategy & Analytics,United States
Joseph M.,"$125.00
/hr","Ph.D. Researcher, Data Analyst, Survey Designer",United States
Ryan Dale F.,"$5.00
/hr",Data Analyst - data reporting,Philippines
Ana K.,"$20.00
/hr",ArcGIS Spatial Analyst,Serbia
Karandeep Singh J.,"$35.00
/hr",Senior Business Analyst,India
Ralphe S.,"$3.50
/hr",Data analyst/ Researcher,Philippines
Rajat R.,"$55.00
/hr",Business Intelligence Analyst,Canada
Henrique P.,"$15.00
/hr",Health Data Analyst,Brazil
Rachel F.,"$300.00
/hr",Google Analytics Certified Engineer/Analyst - Analytics & Tag Manager,United States
Francisco P.,"$9.00
/hr",Data analyst & Translator,Colombia
Ardea X.,"$7.00
/hr",Quantitative Analyst and Database Administrator Expert,Serbia
Dilip K.,"$10.00
/hr",Professional web scrapper & Data Analyst,India
Kennedy O.,"$10.00
/hr",Certified Public Accountant and Data Analyst,Kenya
Mikael H.,"$50.00
/hr",Data Analyst,United States
Grace M.,"$10.00
/hr",Virtual Assistant| Data Analyst| Data Entry|,Kenya
Nheil M.,"$25.00
/hr",Business Intelligence and Reporting Analyst Professional,Philippines
Ronan N.,"$10.00
/hr","Professional Data Entry, Quality Analyst Specialist",Philippines
Jearamie A.,"$10.00
/hr",Excel VBA Developer | Data Analyst,Philippines
Michael Zion Jerico P.,"$5.00
/hr",Customer Service Representative | Reports Analyst,Philippines
Luis Antonio A. J.,"$55.00
/hr",Data Analyst,Philippines
Sergiy K.,"$30.00
/hr","Data Analyst, Academic Consultant, R programmer",Ukraine
Jenifer A.,"$15.00
/hr",Data Analyst and Data Entry Expert,Venezuela
April C S.,"$3.33
/hr",Web Researcher/Data Analyst/Finance Specialist,Philippines
Ellan W.,"$60.00
/hr",Data Analyst,United States
Luis Fernando Chimelo R.,"$30.00
/hr",Analyst and develop (GIS/Remote Sensing),Brazil
Braiden J.,"$50.00
/hr",Data Analyst,United States
Livia C.,"$50.00
/hr",Social listener | Data Analyst | Market research analyst,Brazil
Wendy Lou V.,"$3.00
/hr",Data Analyst and Administrator,Philippines
Allan B.,"$7.00
/hr",Reporting and Business Analyst,Philippines
Charmaine S.,"$5.00
/hr",Research Analyst/ Virtual Assistant,Philippines
Amruta G.,"$10.00
/hr",Data curator and Analyst,India
Ruby Rose M.,"$15.00
/hr",Reports Analyst | WFM Analyst | Operations Support,Philippines
Francis Xavier John E.,"$10.00
/hr",Human Resource Data Analyst,Philippines
Julie Ann M.,"$6.00
/hr",Data Analyst/Lead Generation,Philippines
Trishna M.,"$50.00
/hr","Academic Researcher, Data Analyst and Visualization Expert",United States
Vishal B.,"$40.00
/hr",Senior Digital Analyst,India
Daan F.,"$45.00
/hr",Google Analytics & Google Tag Manager,Netherlands
Timur K.,"$80.00
/hr","Certified Google Analytics, Google Tag Manager",Poland
Bob V.,"$89.00
/hr",Marketing Data Analyst,Netherlands
Matthew L.,"$200.00
/hr",Data Analyst | Visualization | Dashboards | Periscope Data Top Partner,United States
Jeremiah G.,"$5.00
/hr",Data Entry Specialist / Amazing Data Analyst / Virtual Assistant,Philippines
Muhammad Imran B.,"$8.00
/hr",Data Analyst / Excel Expert / LinkedIn Sales Navigator Specialist,Pakistan
Mary Grace G.,"$5.00
/hr",Computer Educator/Teacher,Philippines
Usama W.,"$25.00
/hr",Business Intelligence Developer / Data Analyst,United Arab Emirates
Sundus T.,"$5.00
/hr",Data and Quality Assurance Analyst,Pakistan
Rancy C.,"$3.00
/hr",Researcher/Data Analyst,Kenya
Nicolas P.,"$110.00
/hr",BI Developer & Business Analyst,United States
Craig S.,"$65.00
/hr","Statistician, data analyst and ecologist",United Kingdom
Josh S.,"$60.00
/hr","Data Analyst, Visualizer, and Automator",United States
David A.,"$57.00
/hr",Expert Business Analyst and Developer,United States
Simeon M.,"$5.00
/hr",Skilled Data Entry Contributor and Data Analyst,Kenya
Abirami S.,"$5.00
/hr","Data analyst, Bio-technologist and Bio-chemist",India
Jackie E.,"$30.00
/hr",Desktop & Script developer + QA analyst,United States
Onis E.,"$20.00
/hr","Data Analyst, Sustainability Researcher, Academic/Content Writing",Denmark
Ahmed Ibrahim A.,"$5.00
/hr","Writing Enthusiast, Data Analyst, & Infographic Illustrator",Pakistan
Onyinye O.,"$25.00
/hr",Tableau| SQL| ETL| Data Analyst| Data Visualization,United States
Jodie Mari Monique L.,"$8.00
/hr",Experienced Reports Analyst and Customer Care Manager,Philippines
Creshalou Glicee C.,"$5.00
/hr",Data and Information Analyst | Virtual Assistant,Philippines
Ritchelle Ericke G.,"$10.00
/hr",Data Quality Analyst / Experienced Customer Service Representative,Philippines
Ciro F.,"$35.00
/hr","Strategic analyst, Excel and Power BI expert",Italy
Radwa A.,"$12.00
/hr",dentist/data analyst/web researcher/Writer/translator,Egypt
Umer F.,"$40.00
/hr",Certified Data Analyst | Power BI | Google Data Studio | IBM Cognos,Pakistan
Bill C.,"$5.00
/hr",Data Analyst | Academic Researcher | Content Writer |,Philippines
Sheyne A.,"$6.00
/hr",Amazon Product Analyst/Data Entry/Web Research Expert/VA,Philippines
Jessa Ann Marie Q.,"$10.00
/hr",Business Analyst with expertise in Financial Forecast and Budget,Philippines
Filip K.,"$18.00
/hr",Geographic Information Systems Analyst & Research Analyst,Macedonia
Vinicius R.,"$25.00
/hr",Biologist (PhD) and Data Scientist,Brazil
HaWook S.,"$100.00
/hr",Data Scientist,United States
HaWook S.,"$100.00
/hr",Data Scientist,United States
Muhammad F.,"$5.00
/hr",Lead Generation/Data Mining/Web Research/Data Scraping&Data Processing,Pakistan
Swapnil K.,"$20.00
/hr",An Excel Expert | Dashboard | VBA | Data Analyst,India
Kateryna M.,"$40.00
/hr",Software QA Analyst/Data Analyst,Ukraine
Franco G.,"$30.00
/hr",Data Analyst | Industrial Engineering | Solutions Provider,Argentina
Grace G.,"$7.00
/hr",Science Teacher/Admin Support/Data Analyst/Data Visualization,Philippines
Czarina Elaine B.,"$5.00
/hr",Expert Data-Entry/Data Analyst/VA/Telemarketer/Researcher,Philippines
Nelia B. O.,"$8.00
/hr",Data Analyst/Data Entry/Web Researcher/Admin Assistant,Philippines
Amjad A.,"$15.00
/hr","Database Developer, Amazon Seller Central Expert, Data Analyst",Pakistan
Imran M.,"$6.00
/hr",Medical Billing/Insurance Credentialing/Research Analyst/Data Entry,Pakistan
Amjad A.,"$15.00
/hr","Database Developer, Amazon Seller Central Expert, Data Analyst",Pakistan
Imran M.,"$6.00
/hr",Medical Billing/Insurance Credentialing/Research Analyst/Data Entry,Pakistan
Joneil D.,"$8.00
/hr",Reporting and Data Analyst | General Virtual Assistant,Philippines
Amina H.,"$5.00
/hr","Research Associate, Data Analyst, Admin Support, Web research",Philippines
Denise Anne D.,"$7.00
/hr",Data Entry / Data Analyst / Admin or Virtual Assistant,Philippines
Precious S.,"$5.00
/hr",Creative Analyst,Philippines
Angelo V.,"$3.00
/hr",Data Analyst,Philippines
Dustin William B.,"$35.00
/hr","Data Analyst, Bookkeeper, and Business Manager",United States
Nicolas D.,"$25.00
/hr",Data analyst & R programmer,United States
Andrijana T.,"$12.00
/hr",Data Entry and Analyst Specialist,Montenegro
Jeneth D G.,"$30.00
/hr",Dashboard Developer and Reports Analyst,Philippines
Ashima G.,"$27.50
/hr",Data Analyst with Analytics Experience,India
Christian B.,"$5.00
/hr",Research Analyst/Data Entry Specialist,Philippines
Danilo Jr. M C.,"$5.00
/hr",Freelancer/Telemarketer/Researcher/Data Analyst,Philippines
Qaisar T.,"$50.00
/hr",SQL PLSQL Big Query Python Expert|Web Scraping|DBA|Linux Admin,Pakistan
Kiran B.,"$15.00
/hr","Web Research, Data Entry, Excel Expert, Email Finding, Admin, Linguist",India
Thomas S.,"$55.00
/hr",Qualtrics Survey Specialist and Data Analyst,United States
Heather Cristion W.,"$50.00
/hr",FileMaker Developer and Data Quality Analyst,United States
Tolgahan T.,"$75.00
/hr","Simulation Expert, Business and Data Analyst",Turkey
Qendrim S.,"$60.00
/hr",MBA | Financial & Market Analyst,United States
Nikolai B.,"$45.00
/hr","Research Scientist, Quantitative Researcher, Analyst, Statistician.",Russia
Tayfur Y.,"$80.00
/hr",Backend Developer & Quantitative Developer/Analyst,Turkey
Alexandria W.,"$55.00
/hr",Analyst | Mapper | Urban Planner,United States
Danish G.,"$35.00
/hr","Data Viz Expert (Tableau, Power BI, Google data studio,Excel)",India
Syed Mohammad Mehdi Raza A.,"$25.00
/hr",3Yr+ Web Scraping | Data Scraping | Web & Mobile App Developer,Pakistan
Abduvosid M.,"$25.00
/hr","Data Analyst with experience in statistics, R/Python/SQL/KNIME/Tableau",Hungary
Haris K.,"$15.00
/hr",GIS Analyst | Data Analyst | Cartographer,Pakistan
Chris R.,"$15.00
/hr",Analyst,United States
April R.,"$20.00
/hr",Data Analyst/Financial Analyst/Advanced Excel/Data Entry,United States
Asad R.,"$15.00
/hr",Financial Analyst | Data Analyst | Bookkeeper |Accountant,Pakistan
Tomas R.,"$12.00
/hr",Actuary - Data Analyst,Argentina
Kateryna B.,"$10.00
/hr","Virtual assistant, data analyst",Ukraine
Ethel Beatrice S.,"$4.00
/hr","Customer Support, Data Analyst",Philippines
Bojan N.,"$10.00
/hr",Analyst/Web Research Specialist,Macedonia
Saurabh J.,"$30.00
/hr",BI Consultant | Data Analyst | Financial Analyst,India
Olga N.,"$30.00
/hr",Consumer Insights Data Analyst,Ukraine
Snehal K.,"$25.00
/hr",Data Scientist/ Data Analyst,India
Kalinga A.,"$8.00
/hr",Translator/ Proofreader/ Data Analyst/Financial Analyst/ERP specialist,Sri Lanka
Zohaib A.,"$9.00
/hr",Data Analyst/ Admin Support,Pakistan
Djordje J.,"$15.00
/hr",QA Analyst/Web Scraping,Serbia
Sheila Marie V.,"$10.00
/hr",Quality Assurance Analyst/ Trainer,Philippines
Christine B.,"$5.00
/hr","Data Analyst, Virtual Assistant",Philippines
Rodrigo B.,"$30.00
/hr",Senior Business Intelligence Analyst,Brazil
Deanna W.,"$25.00
/hr",Data Analyst / Data Manager,United States
German P.,"$60.00
/hr",Business Intelligence and Data Analytics Expert | Power BI | MBA,Spain
Chang L.,"$5.00
/hr","Excel Expert, Data Analyst, Data Entry, Excel Dashboard Reporting",Malaysia
Dianne Marither T.,"$8.00
/hr",Data Analyst | Canva | WordPress Manager | Mathematics,Philippines
Jessa Bianca L.,"$8.00
/hr","Verification Officer, Sales Acct Sup, Quality Analyst, English Teacher",Vietnam
Althayr S.,"$20.00
/hr",Data Scientist | Data Analyst | Machine Learning Engineer,Brazil
Uzziel M.,"$7.00
/hr",Data Entry/Research Analyst/Virtual Assistant/Social Media Strategist,Philippines
Angelina S.,"$30.00
/hr",Data Analyst/Scientist | Data Visualization | Quantitative Researcher,Russia
Muhanned S.,"$60.00
/hr",Agile Project Manager & Scrum Master/ Big Data Analyst,Spain
Deepika T.,"$4.00
/hr",Salesforce admin\LinkedIn Expert\Research\SEO\Data Analyst\Recruiter,India
Rowena G.,"$4.38
/hr","Inventory Stock Check Analyst, Data Entry Specialist, Excel, VA",Philippines
Gerlie D.,"$6.00
/hr",Analyst/Real Estate Agent/Blogger/Entrepreneur/Data Entry/VA,Philippines
Kimberly P.,"$12.00
/hr","Social Media Manager, Data Analyst, Web Scraper, Data Encoder",Philippines
Eva Gladys M.,"$8.00
/hr",Data Analyst | Data Researcher | Data Entry Specialist,Philippines
Clayton E. T.,"$120.00
/hr","Data scientist/analyst, .NET and SQL programmer, Industrial engineer",United States
Yurii G.,"$25.00
/hr",Access/Excel/VBA Developer/VB.NET/Data scraping/Analyst,Ukraine
John Paul B.,"$15.00
/hr",Excel Guru/ Data Entry Specialist/ Invoice Analyst / Data Scrapper,Philippines
George F.,"$5.00
/hr","Data Entry Specialist, Data Analyst, VA, Lead Generation, Researcher",Philippines
Ryan T.,"$14.00
/hr","Financial Analyst, eCommerce, Amazon, & Shopify Virtual Assistant",Philippines
Oleg R.,"$4.00
/hr",Data Analyst and Entry specialist. HR Recruiting and Management.,Ukraine
Nicholas J S.,"$25.00
/hr",Data Analyst,United States
Mariluz P.,"$6.00
/hr",Financial Analyst,Philippines
Shruthi M.,"$8.00
/hr",Fraud Analyst,India
Angela K.,"$8.00
/hr",Research Analyst,Macedonia
Zachary K.,"$30.00
/hr",Data Analyst,United States
Kathleen L.,"$7.00
/hr",Collections Analyst,Philippines
Aramesh A.,"$40.00
/hr",Marketing Analyst,United States
Riguel L.,"$4.00
/hr",Content Analyst,Philippines
Mark D.,"$4.00
/hr",Data Analyst,Philippines
Catryna M.,"$12.00
/hr",Business Analyst,Philippines
Ivan P.,"$35.00
/hr",Data Analyst,Netherlands
Rafael M.,"$25.00
/hr",GIS Analyst,Spain
Astrid Girlesa U.,"$8.00
/hr",Information Analyst,Colombia
Nicole H.,"$80.00
/hr",Marketing Analyst,United States
Heidi S.,"$10.00
/hr",Business Analyst,Philippines
Malina M.,"$25.00
/hr",Research Analyst,Romania
Nivin G.,"$8.00
/hr",Research Analyst,India
Christine B.,"$5.00
/hr","Data Analyst, Virtual Assistant",Philippines
Deanna W.,"$25.00
/hr",Data Analyst / Data Manager,United States
Rachel C.,"$5.00
/hr",Data Entry Specialist | Market Research Analyst | Web Researcher,Philippines
Peter Paul A.,"$30.00
/hr",Seasoned Data Analyst I Visualization I Tech Supp/Service Desk,Philippines
Joanlee A.,"$5.00
/hr",Hardworking Data Entry/Web Content Analyst with Team Lead Experience,Philippines
Ghulam Ghous F.,"$15.00
/hr","Project Mgnt, Business Analyst, BPO Mgnt., Cust Support/Service Expert",Pakistan
Maria Chrisnelle M.,"$8.75
/hr",Image Editor/Graphic Design/Logo Design/Data Analyst/Data Entry,Philippines
Jhon Mark P.,"$5.00
/hr","Data Entry Specialist,Data Analyst,VA,Lead Generation,Data Researcher",Philippines
Oleksandra B.,"$29.00
/hr",Data Analyst | Visualisation | Research and Methodology | Sociologist,Ukraine
Bandara R.,"$20.00
/hr","Statistical Data Analyst / SPSS, STATA, R, AMOS and SmartPLS",Sri Lanka
Jesse Angelo A.,"$10.50
/hr",Operations Analyst,Philippines
Ricelda D.,"$7.00
/hr",Research Analyst,Philippines
Owais Z.,"$8.00
/hr",Data Analyst,Pakistan
Jonathan H.,"$30.00
/hr",GIS Analyst,United States
Anastasiia R.,"$20.00
/hr",Business analyst,Russia
Denise B.,"$15.00
/hr",Reports Analyst,Philippines
